,text,label,date
718,takker fyldig svar spennende tiltak tror fast statsråden årsakene sammensatte lønn førskolelærerne kvinnedominerte yrkesgruppa kommunal sektor laveste gjennomsnittslønnen gruppene høgskoleutdanning spørre statsråden likelønnspott heve lønnen førskolelærerne fortjent utfordring statsråden likestillingsminister opptatt kjønn bestemmer lønn styrere barnehager ledergruppa kommunen lavest lønn horribelt vet ansvaret læringsmiljø trivsel framtida fafo verdsettingsdiskriminering spørre departementet planlegger treårig prosjekt arbeidsvurdering statsråden prioritere førskolelærere barnehagesektoren prosjektet,1,2001-05-16
719,spørsmål gleden diskutere morgenen gerd fleischer seif års erfaring arbeidet offentlige innsatsen snakker erfaringen frivillige organisasjonene jobbet tidlig uvurderlig frivillige organisasjoner snu kunnskapen handlingsplanen fungert innretningen fungerer bedre selvfølgelig høre frivillige organisasjonene øyne riktig prioritet bygge offentlig kapasitet sørge offentlige hjelpeapparatet fokus tvangsekteskap offentlige hjelpeapparatet stand hjelpe minoritetsrådgiverne skolene feks kompetanseteamene kontakt førstelinjen offentlige frivillige utfylle,1,2010-01-20
720,glad interessen komiteen diskutere bistanden kanaliseres frivillige organisasjoner bistanden engasjementet landet folk lokalt knytte kontakter høste erfaringer dele erfaringer lære folk utviklingsland kunnskap norge dele kunnskapen erfaringene norge bistanden drives frivillige organisasjoner rettet danne partnerskap land samfunnsmodellen grasrotaktivitet tilfellet gjelder bistand private initiativet grunnlaget nåværende bistand misjonsorganisasjoner fagforeninger samarbeidet søsterorganisasjoner fjerntliggende land statlige engasjementet banen førende geografisk tematisk område bistanden konsentrert interessant tingene diskuterer forbindelse utviklingsbudsjettet land opererer grunnen land grasrotorganisasjoner norge frivillige organisasjoner arbeid land madagaskar nepal uruguay land verden folk initiativ støtte knytte bånd partnerskap utviklingsland opptatt frivillige innsatsen positivt element utviklingspolitikken fører side krav nivå diskusjon egenandelen spørsmål absolutt diskuteres statlig støtte gir organisasjonene handlefrihet mulighet selvstendige prioriteringer dokument 8forslaget gir inntrykk løfte diskusjonen hvorvidt høy statlig støtte gir styringer organisasjonenes prioriteringer tenker diskusjon nødt nyansere områder organisasjonene rene leverandører tjenester trengs yte hjelp måte trenger støtte arbeidet feks nødhjelpssituasjon filippinene cuba haiti stiller organisasjonene jobben situasjon snakk selvstendighet snakk organisasjonene jobb diskusjonen prioriteringene styrer sørger organisasjonene inne konfliktfylte områder merknadene komiteen svare absolutt organisasjonene inne land offentlige kanaler fnorganisajsoner vanskeligheter engasjere områdene snakket utdanningsfeltet organisasjoner redd barna inne utdanning mangler offentlige kanalene muligheten drive hører peter myhres innlegg skjønner diskusjonen egentlig handler ønske uavhengighet organisasjonene oppfatter peter myhre innlegget spørsmålstegn hederligheten motivet organisasjonene opptatt mele kake ansette generalsekretær lønnsarbeidere innfallsvinkel feil sivilsamfunnet norge jobb understreke idé gode bistand bedre tiden samle penger folk bedre bistand mene snu tingene hodet mene bistandsorganisasjonene jobb gode dyrke gode drive bistand istedenfor effektive innsamlingsorganisasjoner nærmest virker peter myhre ønsker tror taper bistanden,1,2012-12-17
721,høyreprofilen kristelig folkepartiprofilen regjeringen egentlig endringene statsbudsjettet forslag statsbudsjett vunnet dragkamper sv lese semerklæringen slett konkrete løftene dreier skatte avgiftspolitikken milliardene nevnt områdene kristelig folkepartis kjerneområder penger konkre løfter gen bioteknologi varprinsippet merket interesse tingene raste fort innlegg regjeringen gjennomslag stortinget sv nærmeste partiet forhandle selvsagt diskutere innholdet diskusjonen fremme krav område interessert forhandle ansvarlig politikk framtiden lyst minne foreligger direktiv patent liv utvidet etikkdebatt hører hjemme skuffet kristelig folkeparti valgt offensiv holdning saken sak stortinget behandling senterpartiet forslag fritt vesentlig etisk debatt kristelig folkeparti sv enige,1,2001-10-25
722,takker statsråden svaret positive engasjement tror bufedriverne beroliget svaret statsråden feks driver bufe innrette ulvesone beiteområder praktiske nødvendigvis statsråden innforstått problemene statsråden konkret avbøte,0,2000-04-05
723,stille følgende spørsmål samferdselsministeren årets samferdselsbudsjett 30 mill kroner omstridte e6prosjektet steinkjer innløsing boliger innsigelser jernbaneverket klagen 21 beboere avklart hastverk vet prosjektet nasjonal transportplan 20022011 ferdigbehandlet ute høring,0,2000-01-12
724,absolutt slutte gratulasjonane fer nordmøre aber nemnt føresetnad innafor saka garantiansvaret fylkestinget møre romsdal fylkesting skjere gjeld samferdsel nemleg sykkelvegar veit møre romsdal ca 15 milliardar kr investeringsbehov gjeld tunnelar tvil bruker kreativiteten fantasien byggje tunnelar kallar samferdsel garantiansvaret framtida utløyst svekkje møre romsdal fylke evne drive samferdsel breitt kreativiteten nemnt førre prosjektet by møre romsdal ålesundtunnelane kreativitet forbode båt valderøy ålesund sjølvsagt tunnelen tunnel snakkar snakkar tunnel gjeld 15 milliardar kr aukar mogleg betale tunnelane nemne konkurs bankar finansieringsinstitusjonar enormt gjeldssluk glad nordmøre utløyst garantiansvar viktige samferdselsoppgåver møre romsdal,1,2005-12-20
725,utfordringer representanten tingelstad wøien glemte kvittere hansken ene skaffe oversikt naturbrukstilbud fylkene forskjellig innhold modeller tror interessant tror fylkene vet hente gjelder inspirert generelle løpet videregående opplæring yrkesfagene muligheter hensyn fleksibilitet naturbruk opplagt nært samarbeid skolen næring bedrifter vekke ungdommens interesse engasjement velge retningen glad representanten tingelstad wøien bruker mulighetene kontakt næringene oppfordre banke døra læringsarena avgjørende målsettingen motivere ungdom problemstilling dreier voksne utdanning tenkt overta gård plutselig kunnskapen barndom ungdom hjulpet praktiske arbeidet trenger utdanning toppen jobb feks bonde tror tilbudene voksne typen utdanning fleksibel måte knyttet yrkesplaner,1,2012-11-22
726,ledig kapasitet stå ledig tvert opptatt utnytte ledig kapasitet underlig helseministeren undersøkt ledig kapasitet gjelder mr offentlige helsevesenet bevilge penger helseforetakene effektiv måte budsjettet flertallet vedtok null kroner offentlige sykehus rødgrønne budsjettet penger private underlige helseministeren baserer forutanelse ledig kapasitet offentlige undersøkelser kritikkverdig risikerer framtidige frie behandlingsvalget sovepute helseministeren tilstrekkelig jobb ledig offentlig kapasitet helseministeren tiltak gjelder feks styrking fritt sykehusvalg informasjonen pasientene bedre informasjon ledige kapasitet offentlige helsevesenet,1,2013-11-27
727,døra gløtt vidåpen svingdører døroperasjoner representanten sahl prøver forklare riktig døra gløtt valgkampen minne deregulert marked eneretten borte borte skjedd høsten 1997 telepolitiske området skjedd regjeringspolitiske området kristelig folkeparti regjering forhandle høyre fremskrittspartiet 1997 kristelig folkeparti 1997 ønsket telenor 100 pst statlig eid selskap sikker framtid framtid forhandle prinsipper politikk teleselskaper inngått samarbeidsavtaler allianser forskjellig karakter tror konsernet opereres allianser typen strategiske allianser snakker lille telenor norge utenlandske områder operert verden tror selskapet nødvendigvis telenor telia norge best norge utgangspunkt ønske fusjonen tror telia telenor selskap ulemper fusjonen tror norge jan sahl politiker opptatt,1,1999-06-03
728,enig statsråden forskriftene bestemt gjelde forskrift utfordre tilsyn landsforeningen barnevernsbarn kritisk tallet tilsynsbesøk tilpasses tråd praksis enig internrevisjon systemrevisjon tilsynet bedre ønsker voksne institusjonene hovedsak vet institusjonene rammer psykiske fysiske overgrep barna statsråden svare invitasjonen landsforeningen barnevernsbarn,1,2004-02-05
729,jobber tilpasse europeiske kvalifikasjonsrammeverket utdanninger støte problemstillingene håper løpet bedre oversikt fall klarer omfanget henvendelsene snakker ca 50 100 saker landet behov fullt lokale utdanningsmyndigheter inklusiv fylkesmennene hjelpe ber vet høyre enig sv bygge unødige byråkratier utrengsmål fall vet bygge unødige byråkratier fall klokt vet pågår omfattende europeisk samarbeid prøver samordnet jobben gjøres,1,2011-02-09
730,egentlig kommentar lyst stresse plasserer pedofile overgriperne kommune ukjent utnytter adgangen informere nabolaget alvorligste problemet problemet tilfellet ni barn grovt seksuelt misbrukt person risikerer treffe gaten tilfellet gjelder kommune 3 000 innbyggere folk kjenner miljøene sentrum folk plassene treffer hensyn misbrukt stresser problemet gledelig statsrådens svar departementet anledning gripe bestemme kommunen anledning sende søknad departementet løsning håpe statsråden positivt,0,1999-10-27
731,sv politisk ansvar bidra likelønn lønnsoppgjørene politikerne diktere lønnsoppgjørene bidra dagsordenen regjeringen dialog partene fjor viljeserklæringen gjelder potten fremskrittspartiet foreslår kritikk parallelt fremmet høyre kristelig folkepartis forslag velger lavtlønte bidra likelønn kritikken fremskrittspartiets forslag måten betingelsesløst forslag stiller krav varig utjevning handle penger toppen lønnsoppgjøret pott sv bidra likelønn overrasket fremskrittspartiet penger fremskrittspartiet skriver innstillingen tror likelønnsproblem selvmotsigelse stykket fremskrittspartiet makt prioritere,1,2011-04-12
732,skjeler selvsagt regelverket land utgangspunktet sikre likebehandling norskeide selskaper nufselskaper enklere småbedrifter regelverk forholde drive forskjellsbehandling regelverket,1,2008-01-30
733,oppfatter svekkelse arbeidet etikk oljefondet forvaltningen etikkrådet finansministeren svare poenger anledning tingene opptatt bevare regnskog tiden jobbe vårt etiske regelverk sørge ønsker bistandspenger henger mulige områder gjelder handelspolitikk investeringspolitikk leverer forbindelse budsjettet samstemthetsrapport stortinget politikken henger klare eksempler etiske regelverket funket måten pensjonsfondet trukket selskaper drevet omfattende regnskognedhugging forbindelse gruvevirksomhet arbeidet etisk regelverk funket virkeligheten,1,2012-10-04
734,veie ord slett prøve unngå trekke debatten representanten strøm komisk skjær samferdselspolitikk partier valgkamp lover milliarder satsing lokale områder regionale områder nasjonalt greier tror velgerne strøm velgere virker komisk resultater valg politikken avstand lovnader handling gir komisk preg inne fremskrittspartiet vant etterlyst ønsket ressurser fremskrittspartiet statsråd pedersen trygt måte ønske midlene fremskrittspartiet tilgang ressurser flyter ressurser landet vet behandle ressursene representanten sortevik inne låner penger naboland råd bygge veier forskjell tilgang ressursene forskjellen viljen uforståelig handlingsregel forskjellen fremskrittspartiet partiene ønsker satse vei satse vei begynner småirritert forsvare regjeringen uker uker samarbeidsprosjektet akersgata behøver omfattende plan satse regjering uker tilgang ressursene rødgrønne partiene utenom utfordre statsråden gjelder universelle ordninger kollektivtransporten beklageligvis komiteen måte hoppet bukk stortinget vedtak forhold vet statsråden henvendelser organisasjoner ber statsråden grep satsing universelle ordninger gjelder billettautomatene funksjonshemmede tilgang kollektivtransporten skikkelig måte,0,2005-12-07
735,stille statsråden spørsmål registrerer statsråden kaller familieetablering gleder fremskrittspartiet hevdet kalle henting ektefelle familiegjenforening gjenforener naturlig familie gifter 50 000 ikkevestlige innvandrere norge kalle gifteklar alder vet 80 pst henter ektefeller opprinnelseslandet konsekvensene eksplosjon ikkevestlig innvandring norge kommende tiltak spørsmål statsråden ca 20 000 ikkevestlige innvandrere norge årlig bærekraftig innvandring vet antall fødsler norge ca 50 000 statsråden norge årlig motta ca 20 000 ikkevestlige innvandrere,0,2006-05-11
736,svaret kommunesektoren effektivisering representanten kongshaug kommunene bedre effektive greie fungerer fins åpenbart effektiviseringspotensial skolene effektive jobber eldreomsorgen løpe kjappere osv utelukker effektivisering svaret bad ordet kongshaug enhetsfylkeforsøket møre romsdal hvorledes regjeringen stoppet effektiviseringstiltak oppfattet effektiviseringsforsøk oppfattet demokratiforsøk venstre enig enhetsfylkeforsøket møre romsdal primært effektiviseringsforsøk demokratiforsøk prøver demokratisere bedre folkestyre demokrati osv venstre enig,1,2008-06-18
737,bekymringsfullt regjeringen framstår fornøyd situasjonen regjering endringene stortinget bedt gjelder avgifter bil langsiktig luftforurensningen behov regjering tydeligere dialog byene tiltak vinteren gjelder permanent regelverk lavutslippssoner sent vinteren enig regjeringen utredningsplikt gjøres ti måneder erna solberg beviste høst stand uker regjeringens engasjement haster oppfattes akutt selektivt luftforurensning åpenbart falt statsministeren love regelverket fremmet stortinget våren,1,2016-01-13
738,diskusjonen lovfesting lærlingplass alternativt realisere representanten harberg påbyggingsåret strieste elev videregående skole teoretisk kunnskap tas forhold undervisning yrkesfag stryker fylker utvidet retten videregående opplæring ungdom ungdom påbygging tør muligheten studiekompetanse ønsker oppsummere erfaringene fylkene tror kombinere yrkesfagopplæring studiekompetanse retten påbygging bedre,1,2011-04-27
739,næringspolitiske satsinga sv massiv mangfoldig satsing skole utdanning forskning 80 pst framtidas abeidsplasser skapt statlige tilskudd lån rettes oppstartfase kompetanseoppbygging risikolån offentlig innsats investeringer skattelette virksomheter kunnskapssatsinga budsjettet vanskelig øye opseth enig vanskelig sporene arbeiderpartiets innsats forliket representanten brørby uttrykte gjaldt kommuneøkonomien dråpe havet sv enig statens satsing bla forskning økes oecdnivå private forskningen offentlige forskningen krever satsing ca 5 milliarder kr penger nødvendig dagens politikk sementerer svart oljeavhengig økonomi næringsliv komiteen snus sikt passivt sjefen eksportrådet næringslivets ukeavis 3 norge satse tjenester teknologi produkter høyt kunnskapsinnhold lett enig grenselandet tjenester høyteknologi telekommunikasjon skipsutstyr feks service forbindelse akvakultur miljøvennlig energiteknologi norge kompetanse markeder vokser snuoperasjon svart grønn økonomi statlig kapital sterkere utdanning forskning risikokapital langsiktig eierskap staten utvikle eierstrategi omfatte industriell kompetanse finansiell kompetanse passivt eierskap riktig tilfeller aktivt profesjonelt eierskap riktig tilfeller spørsmålet risikovurdering representanten apelthun sæle innlegg usa 20 pst bedriftene ende tida nyhet forskningsresultater bruker offentlige midler oppstart utvikling bedrifter terskelen kunnskapen vet bedrifter starter ende galt feil statlig offentlig kapital logikken gjelder etablering bedrifter landbruk norge økosinke 160 000 dekar økologisk dyrket danmark arealet 1 million dekar 1 pst melken butikker økomelk produserer ganger forbruker norge grep landbrukspolitikken satses massivt økologisering generelle kombinasjonsbruk satsingsområde kombinasjonsbruker yrket ungdommer ønsker tror ungdom ønsker ensomhet ensformighet storbruker gårdene landbrukspolitikken tegner belønne miljøet kutte overføringene brukene regjeringen varsler satsing heltidsbønder skattefradrag produksjonene bidrar overproduksjon arbeidsplasser feil medisin konkurranselinje bønder vinne sak forskrekket fraværende debatten eftadomstolen dømte arbeidsgiveravgiften ulovlig skatte avgiftspolitikk lov videreføre transportstøtte 2003 midlertidig ordning dreier vet nærheten 7 milliarder kr støtte næringsliv faller faller bærebjelkene småbedriftene distriktene syns næringskomiteen uttalt enig sv trengt prinsipiell gjennomgang system opprettholde støttenivået 2003,1,1999-12-08
740,representanten lysbakken enige dele rom sykehjem uverdig forrige regjeringen lysbakken klarte bygge sykehjemsplasser kommunene ført feks haugesund kommune stuet folk dobbeltrom sykehjemsplasser forrige regjeringen bevilget penger regjeringen bevilger penger tilskudd bygge sykehjemsplasser innført rabattordning innlagt dobbeltrom rabatt koste kommunen lysbakken uttalt uverdig dumt ordning dumt ordning tilbudet krav rabatt koste kommunen bygger sykehjemsplasser slipper bo dobbeltrom haugesund spent lyst pårørende haugesund spent høre lysbakken,0,2015-12-14
741,utvilsomt økonomiske ressurser bruker vellykket integrasjon vårt samfunn anvender ressursene sv legger skjul imponert budsjettet vedtatt budsjettet innover 100 000 arbeidssøkere fast arbeid landet arbeidsledigheten minoritetene majoriteten legges klare treffsikre tiltak redusere arbeidsledigheten gjelder språkopplæringen innover realitet mennesker eøslandene landet trenger språkopplæring opplæring samfunnsforhold norge integrert samfunnet talerstolen lyst effekten økonomisk innsats fort ødelagt samfunnsaktørene bevisst fører debatten feltet premissleverandørene vite ord bestemme debatten konstruktiv retning sammenhengen trygt sies statsråd erna solbergs utspill uheldige uttalte aftenposten uker muslimer bidra samfunnet underforstått heldig måte debatten dager gled pent høyst tvilsom reportasje dagsavisen sementere inntrykk feilaktig grunnlag forsøkt dannet sagt menighet bruker vielsesattester utlandet avvist enig statsråden innholdet rydde forholdene tvilsomme begrenser kvinners religion rettigheter uenig statsråden måten debatten føres tvil gir muligheter rydde misforståelsene innsats rydde misforståelsene skape opplever statsråden,1,2003-12-15
742,voldsoffererstatning erstatning ytes staten skadelidte straffbare handlinger krenker livet helsa friheten eksempler voldtekt mishandling voldsoffererstatning overgriper straffes dømmes voldtekten feks aktuelt straffesaken henlegges foreligger tilstrekkelig bevis stilles strengere krav bevis straffesak erstatningssak grunnen erstatning overgriper inne sakens kjerne utsatt vold krav voldsoffererstatning fokuset personen tilfellet voldsoffererstatning økonomisk hjelp klare vanskelige situasjonen oppstår voldsoffererstatninga optimal virkning romslig utbetales offentlige ekstra ansvaret sikre voldsofrene økonomisk sikkerhet ekstra utlegg kostnader umulig klare erstatning voldsoffererstatninga jevner forskjellen fattig rik situasjoner råd dyre forsikringer klarer situasjon raskere behandling bedre oppfølging oppjustering voldsoffererstatningas øvre grense kostnadskrevende tilfellene tror nødvendig økning 20 40 ganger grunnbeløpet regjeringa skryt tilfeller maksbeløpet dekker livslange kostnadsøkninger sterkere fokus sterkere oppfølging offeret overgriper selvfølgelig fokus overgriper unngå gjentakelse lønnsomt samfunnet tillegg voldsutsatte sagt opplevelsen vare oppleve motta rettigheter livet gjelder raske behandlinger selvfølgelig politiet ferdig arbeid forhøyet erstatning fremtidige tap verktøy bidra færre mennesker sosiale ytelser trygd fokuset barn sagt barnehus utrolig riktig satsing sittende statsråd regjering skryt område grep voldsoffererstatning tror enighet opposisjonen regjering tror retning fokusering understøtting voldsofre tidlig fase tror bred enighet nødvendig,0,2010-03-11
743,kommuneøkonomi dreier moderne velferdsstat gratis framtidsrettet skole mangfoldig lyst ungene gir omsorg pleie eldre syke funksjonshemmede mulighet stå do dusje tide barnehageplasser trygge folk råd folk bedre tjenester færre dyrere sv kommuneøkonomien styrkes regjeringens fremskrittspartiets opplegg dårligere skole færre eldre pleie høyere egenandeler privatisering sv godta gamle folk ligge pleie tilsyn barn tilpasset opplæring mulighet klasserommet lære næringslivet oppleve kultur natur besøke feks aldershjem kunnskapsnivået kvaliteten offentlige skolen bedre kommuneøkonomien styrkes sv styrke kommuneøkonomien 8 milliarder kr 2003 råd bruker pengene skattelette rikeste dyre feilaktige sløseprosjekter forsvaret bruker penger regjeringen bruker annerledes regjeringen fremskrittspartiet fall ærlige innrømmer kutt dårligere humoristisk konkludere skolen dyr gamle syke millionærene lider stedet muligheten rikt land styrke skolen velger strategi elever trenger tilpasset opplæring skolen 1960tallet lærer klasse trenger spesialundervisning thats it skolen høyre harselerte valgkampen kalte enhetskvern likhetsskole elever lære penger dårlig skole skole sv overhodet folkemøte fredrikstad uka engasjerte foreldre tror velge lære ungene lese skrive glad skolen lyst lære motsatte vanskelig lurt valget rikt land rikere rikere gjelder kommuneproposisjonen ingenting rette forskjellene tvert øker fattige barn norge kommuneøkonomien behov skolen råd hjemme sosialhjelpen feks råd feks fritidsaktiviteter musikkorps musikkskole krone kommuneopplegget tvert skattelette tusenkronersklassen greier skjønne behov eldre syke prisgitt kommuneøkonomien eldreplanen fine boliger anstendig omsorg inne boligene jobben trenger hjelpepleiere omsorgsarbeidere sykepleiere slutter lønn arbeidsforhold dårlige folk sliter syke tida florence nightingale dominerte yrkene anstendig lønn sv svikte gamle fremskrittspartiet opptatt bygge sykehjem kutter kommuneøkonomien penger lønn jobbe gamle lønnsoppgjøret staten dekker økonomiske framforhandler feks gjelder læreroppgjøret kommunene rammen lønnsoppgjør staten sitter kommunene kutte tjenestene råd ansette folk gamle lærere skolen oppgjøret sykehusene replikken arbeiderpartiet statlig røveri staten lov underskuddet 17 milliarder kr fylkeskommunene fylkeskommunene drive videregående skoler næringslivet videregående skoler gode mangfoldige moderne utstyr tilby mangfold studieretninger elevene utdanningen trenger lyst langsiktig gjeld lov ligge hjemfylke trenger lån modernisere videregående skolene effektive tråd næringslivet trenger lov sitte langsiktige gjelda sykehusoppgjøret jammen pensjonskostnadene dårlig videregående skole sv seriøst skoleparti selvfølge staten regningene sende land strand ungdommer videregående skole fremskrittspartiet rart høyre rystende skoleparti arbeiderpartiet løpt løftene sv skuffet regjeringen fremskrittspartiet profilert skattelette jobben oppfylt skatter øker landet egenandelene øker dramatisk sv foreslått lage plan egenandelene avgift skatt funksjonshemning kronisk sjuk hjertesak fremskrittspartiet greid breisida sloss krone revidert kommuneoppgjøret sitter hundre unge gamlehjem norge stortinget lovet 2005 fjerner regjeringen fremskrittspartiet tilskuddet flytte bedre øremerker 30 mill kr skjønnspotten formålet tror fremskrittspartiet regjeringen overhodet hørt funksjonshemmedes organisasjoner tilbudene dårlige kutte dårlige tilbud øremerke bitte grann tro bedre farten risikerer unge skrevet sjukehjem 20 40 50 derfra tilskuddet virket verden virke bedre fjerner pengene ubegripelig prøve bilde beskrive offentlig toalett forferdelig do 20 kr koster kommunalminister erna solberg forbi fykende fart dulter kroner spretter hånden ruller gårde forsvinner sandberg reddende engel forbi plukker innmari jobb hjelpe spørre do mangler kronene borte skumpet foregår hjelper øremerke totre kroner trenger egentlig sv sagt lovet statlig toppfinansiering ressurskrevende brukere fremskrittspartiet løpt enig sv sv ønsker storbytilskudd prinsipp kommuner utgifter dekt system ønsker utredning innlemmer feks sfotilskuddet inntektssystemet gjennomgang kriteriene høyde utgiftene barn unge lov forslagene sv forslagsstiller medforslagsstiller fremmet,1,2002-06-20
744,tror fulgt samfunnsdebatten høst skjedd samfunnet vårt basert hendelser norge nødvendig grep statsbudsjettet gjelder hvorvidt bygge typen prosjekter representanten nevner representanten sørge fosen bygd seriøs styring statkraft skjønner representanten handler rette typen prosjekter lønnsomme enig representantene bla tina bru snakket handler kraften handler rette markeder bedre betalingsvilje storbritannia regjeringen masse ferd avskrivingsregime vindkraftprosjekter konkurransedyktige sertifikatsystemet sammenliknet sverige,0,2015-12-18
745,lyst takke interpellanten dagsorden likhet interpellanten opposisjonen fall fremskrittspartiet spent tiden saken stortinget problem opposisjonen utålmodig synd saken forståelse jobbet grundig skikkelig sak bedre barnevern vanskelig tema hører talerne snakker barns veien snakker barns barns barns debatt definisjonen barns endret barns rettigheter bedre rettigheter forhold menneskerettskonvensjonen raundalenutvalget legger rapport rettighetsfeste barnevernloven håper signal statsråd lysbakken statsråden inne terskelen barnevernet griper høy terskelen lav barnevernet nøtteskall sak barnevernet sent bildet oppslag eksempler barnevernet tidlig vanskelig sakene definere barns definere oppgaven barnevernet terskelen barna hjemmet mistanke vold overgrep rus fremskrittspartiet barnevernet gripe interpellantens tema akuttplasseringer alvorlig rette tilbudene akuttplasseringer forhold forebygging satse helsesøster funksjonen barnehager lavere terskel melde barnevernet skole politi tror helsesøster lille familien trenger hjelp mistanke undervurdert instans bekymringsfullt kommuner reduserer klarer styrke helsesøsterfunksjonen spiller familiene barna hjelpetiltak hjemmet tidlig prøve hjelpe barna vet raundalen rapport bedre styrke samspillet foreldre barn rapportene peker tidlig forebygging drastiske skrittet nødt barn hjemmet staten overta ansvaret tilbud barna ungene flytte sak bergens tidende barn flytter ganger løpet holdbart nødt forventer statsråden tak regjeringen bevisst bygd institusjonsplasser fordel fosterfamilier tenker fosterfamilie lik familie unger unger trenger forsterket fosterhjem trenger fosterhjem trenger institusjonsplasser fall fremskrittspartiet mangfold behandlingsplasser barna barn utrygg situasjon familie skape trygghet barna tryggheten gode tiltak initiativ interpellasjonen tror debatter barnevern regjeringen legger sak håper tak rapporten tror diskutere forhold biologiske prinsipp,0,2012-02-09
746,kjenner statsbygg firkanta etat minner svar gjeld husleigeberekninga justisbygget kristiansand politiet domstolen samde lik husleige pr kvadratmeter uavhengig nybygg eksisterande bygningsmasse avklåringane arealfordelinga leigetakarene ferdige kopla kontraktsforhandlingar statsbygg justisdepartementet politidirektoratet minner justisdepartementet avtale dekt tredelar auka husleiga 2003 tillegg regjeringa auka betydeleg overføringane politiet statsbygg grep husleiga justisbygget kristiansand,1,2007-01-10
747,merke statsråden linjertale bergen tidleg talen ønsker motstand kritikk tale budsjettkonferansen regjeringa fortener salen stader tydelege hittil kulturpolitikken regjeringa kulturløft kulturkutt nådde 1 pst statsbudsjettet kultur ca månad regjering borte 1 pstmålet punkt kultur premier league divisjonen tungt politisk felt fellessatsinga raudgrøne danna regjering merkbare kuttet regjeringa vekk punkt skapt aktivitet kvalitet felt engerutvalet sjølvsagt utfordringar behov kulturløft kulturkutt påtale grenselaust positivt kultur departement inne kulturløftet forståinga kultur kultur budsjettpostane kulturdepartementet kultur breitt samfunnet budsjettpostane kulturdepartementet definitivt kulturløftet representanten harberg skryt satsing folkebiblioteka 12 mill kr kallar milliardar kulturløftet bløff proporsjonar tinga kristeleg folkeparti venstre budsjettet forhandlingane syn viktige trekkje kunstnarstipenda samanlikna raudgrøne budsjettet uheldig kulturskuletimen borte pressestøtta trappa kuttar musikk filmfond kuttar støtta kulturrådet organisasjonane arbeid lesing skulen innlegg varsla fridomsreform gler debatten trur spennande viktige hente avgrense byråkrati forenkle tillit kunstnarar ute fridomsomgrep vekk styring forlét liberale tradisjonen hundreår førre hundreårets viktigaste liberale filosofar john rawls jürgen habermas opptatt fridom kostnad fridom fridom einskilde staten marknaden fellesskap fordele sikre fridom moglegheit utfolde gjeld fridom fridom kulturløftet prosjekt framtida skape uttrykk kunstnarar moglegheiter kulturbrukarar tilgang kultur aukar fridomen samfunnet måten utfordre høgre framstegspartiet hente hordane menneske oppfattar kulturløftet kunstnarar kulturarbeidarar noreg fridom brukarar kultur fråtatt fridomen kulturløftet gode møte sv satse budsjetta arbeidet vårt vidareutvikle grunnmuren inne setje kunst kunstnarpolitikk kulturløftet ii tilstrekkeleg vidareutvikle skape kunst kunstnarpolitikk tak kunstnarars levekår møte digitaliseringa vanskeleg felles utfordring liggje botn satsingar kvalitet mangfold fridom kvalitet kostar fridom mangfold kvalitet ord legitimerer kutt kultur vekst kulturbudsjetta svs forslag,1,2013-12-10
748,vegne representanten andré kvakkestad fremme forslag endringer straffeprosessloven utvidet adgang dnabevis straffesaker utvide adgangen forenklet forelegg straffereaksjon,0,2002-12-19
749,merket statsråden svarte spørsmålet stilte spørsmål følgende statsråden sørge foretar gjennomgang regulatorene samvirkeorganisasjonene bla sitter betydelig markedsmakt vg nett bla opplyse besøkstallene påsken knyttet valfarting handel sverige dvs tapte inntekter detaljvarehandel påskeuka 472 000 besøkende norge handle sverige sentrene svinesund charlottenberg töcksfors omsatte 264 mill kr påskeuka tapte næringsmiddelarbeidsplasser norge spørsmålet statsråden statsråden gripe fatt problemstillingen lavere priser sysselsetting næringsmiddelindustrien norge,0,2011-04-27
750,forsikre dialog kontakt ledelsen høgskolen bergen informert skuffelsen syn saken trenger løpende informasjon gjelder prioriteringsliste synliggjøring prosjektene lista kjempe enhver mulighet åpning storting regjering realisert bygg forsøke behov enig representanten avhengig klarsignal trenger prosjektene love høgskolen bergen tett fullstendig situasjon høyskolen situasjonen gjelder bygg tydelige bergen prioritet sakene topp,1,2008-04-30
751,gjelder forslag nr 4 fremskrittspartiet arbeiderpartiet representanten simonsen opprette kiropraktorutdanning utgangspunktet sak institusjonene opprette studietilbud forslag oppfordre stemme forslaget,1,2004-12-13
752,regjeringen forsøkt vedta teknologi spørsmål oppfølging hovedspørsmålet representanten andersen eide stilte komiteen havforskningsinstituttet sent slett historisk lavere rømningstall dvs rømningstallene dessverre situasjonen hitra heldigvis fisk vinteren dvs sannsynligheten oppgang elvene utfordret statsråden område forhindre rømning forbindelse brønnbåt merden spørsmålet statsråden følgende statsråden muligheten innføre krav kameraovervåking operasjoner brønnbåter merd,0,2011-03-09
